what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.emf.common,2.6.0.v20100914-1218,"org.eclipse.emf.common",1571191557858
opened,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1571191558055
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,"org.eclipse.wst.validation",1571191559541
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1571191560307
activated,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1571191561573
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1571191561574
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1571191564182
closed,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1571191564183
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1571191571553
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1571191573324
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1571191587480
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1571191681587
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1571191684616
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1571193304717
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1571193311807
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1571193314631
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1571193324748
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1571193326475
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1571193330991
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1571193334299
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1571193335310
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1571193337073
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1571193338137
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1571193419512
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1571193426840
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1571193433593
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1571193439200
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1571193443874
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1571193445955
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1571193446567
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1571193450573
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1571193514366
